section,date,away,home,away_sp_name,home_sp_name,away_sp_factor,home_sp_factor,away_bp_factor,home_bp_factor,venue,temp_f,wind_mph,wind_dir,weather_factor,away_runs_proj,home_runs_proj,total_proj,pick_8.5,pick_9.0,pick_9.5,kelly_line,model_prob,fair_odds_dec,market_odds_dec,market_odds_american,book,edge_pct,kelly_pct,kelly_advice,total_runs,result_8.5,result_9.0,result_9.5
backfill,2026-04-17,BAL,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,10,OVER,OVER,OVER
backfill,2026-04-17,ATL,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,9,OVER,PUSH,UNDER
backfill,2026-04-17,SF,WSH,,,,,,,,,,,,,,,,,,,,,,,,,,,15,OVER,OVER,OVER
backfill,2026-04-17,TB,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,6,UNDER,UNDER,UNDER
backfill,2026-04-17,KC,NYY,,,,,,,,,,,,,,,,,,,,,,,,,,,6,UNDER,UNDER,UNDER
backfill,2026-04-17,MIL,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,12,OVER,OVER,OVER
backfill,2026-04-17,DET,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,1,UNDER,UNDER,UNDER
backfill,2026-04-17,STL,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,13,OVER,OVER,OVER
backfill,2026-04-17,CIN,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,3,UNDER,UNDER,UNDER
backfill,2026-04-17,LAD,COL,,,,,,,,,,,,,,,,,,,,,,,,,,,8,UNDER,UNDER,UNDER
backfill,2026-04-17,SD,LAA,,,,,,,,,,,,,,,,,,,,,,,,,,,8,UNDER,UNDER,UNDER
backfill,2026-04-17,TEX,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,5,UNDER,UNDER,UNDER
backfill,2026-04-17,TOR,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,9,OVER,PUSH,UNDER
backfill,2026-04-17,CWS,ATH,,,,,,,,,,,,,,,,,,,,,,,,,,,11,OVER,OVER,OVER
backfill,2026-04-16,WSH,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,15,OVER,OVER,OVER
backfill,2026-04-16,SF,CIN,,,,,,,,,,,,,,,,,,,,,,,,,,,3,UNDER,UNDER,UNDER
backfill,2026-04-16,KC,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,19,OVER,OVER,OVER
backfill,2026-04-16,LAA,NYY,,,,,,,,,,,,,,,,,,,,,,,,,,,15,OVER,OVER,OVER
backfill,2026-04-16,TOR,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,3,UNDER,UNDER,UNDER
backfill,2026-04-16,TB,CWS,,,,,,,,,,,,,,,,,,,,,,,,,,,8,UNDER,UNDER,UNDER
backfill,2026-04-16,TEX,ATH,,,,,,,,,,,,,,,,,,,,,,,,,,,15,OVER,OVER,OVER
backfill,2026-04-16,BAL,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,6,UNDER,UNDER,UNDER
backfill,2026-04-16,COL,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,5,UNDER,UNDER,UNDER
backfill,2026-04-16,SEA,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,7,UNDER,UNDER,UNDER
backfill,2026-04-15,AZ,BAL,,,,,,,,,,,,,,,,,,,,,,,,,,,13,OVER,OVER,OVER
backfill,2026-04-15,CLE,STL,,,,,,,,,,,,,,,,,,,,,,,,,,,8,UNDER,UNDER,UNDER
backfill,2026-04-15,BOS,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,14,OVER,OVER,OVER
backfill,2026-04-15,KC,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,3,UNDER,UNDER,UNDER
backfill,2026-04-15,WSH,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,2,UNDER,UNDER,UNDER
backfill,2026-04-15,SF,CIN,,,,,,,,,,,,,,,,,,,,,,,,,,,11,OVER,OVER,OVER
backfill,2026-04-15,CHC,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,13,OVER,OVER,OVER
backfill,2026-04-15,LAA,NYY,,,,,,,,,,,,,,,,,,,,,,,,,,,9,OVER,PUSH,UNDER
backfill,2026-04-15,MIA,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,9,OVER,PUSH,UNDER
backfill,2026-04-15,TB,CWS,,,,,,,,,,,,,,,,,,,,,,,,,,,11,OVER,OVER,OVER
backfill,2026-04-15,TOR,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,3,UNDER,UNDER,UNDER
backfill,2026-04-15,COL,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,4,UNDER,UNDER,UNDER
backfill,2026-04-15,SEA,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,13,OVER,OVER,OVER
backfill,2026-04-15,TEX,ATH,,,,,,,,,,,,,,,,,,,,,,,,,,,11,OVER,OVER,OVER
backfill,2026-04-15,NYM,LAD,,,,,,,,,,,,,,,,,,,,,,,,,,,10,OVER,OVER,OVER
backfill,2026-04-14,AZ,BAL,,,,,,,,,,,,,,,,,,,,,,,,,,,7,UNDER,UNDER,UNDER
backfill,2026-04-14,KC,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,3,UNDER,UNDER,UNDER
backfill,2026-04-14,WSH,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,9,OVER,PUSH,UNDER
backfill,2026-04-14,SF,CIN,,,,,,,,,,,,,,,,,,,,,,,,,,,3,UNDER,UNDER,UNDER
backfill,2026-04-14,CHC,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,14,OVER,OVER,OVER
backfill,2026-04-14,LAA,NYY,,,,,,,,,,,,,,,,,,,,,,,,,,,8,UNDER,UNDER,UNDER
backfill,2026-04-14,MIA,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,11,OVER,OVER,OVER
backfill,2026-04-14,BOS,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,6,UNDER,UNDER,UNDER
backfill,2026-04-14,TB,CWS,,,,,,,,,,,,,,,,,,,,,,,,,,,13,OVER,OVER,OVER
backfill,2026-04-14,TOR,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,16,OVER,OVER,OVER
backfill,2026-04-14,CLE,STL,,,,,,,,,,,,,,,,,,,,,,,,,,,11,OVER,OVER,OVER
backfill,2026-04-14,COL,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,13,OVER,OVER,OVER
backfill,2026-04-14,SEA,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,5,UNDER,UNDER,UNDER
backfill,2026-04-14,TEX,ATH,,,,,,,,,,,,,,,,,,,,,,,,,,,3,UNDER,UNDER,UNDER
backfill,2026-04-14,NYM,LAD,,,,,,,,,,,,,,,,,,,,,,,,,,,3,UNDER,UNDER,UNDER
backfill,2026-04-13,HOU,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,8,UNDER,UNDER,UNDER
backfill,2026-04-13,AZ,BAL,,,,,,,,,,,,,,,,,,,,,,,,,,,16,OVER,OVER,OVER
backfill,2026-04-13,WSH,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,21,OVER,OVER,OVER
backfill,2026-04-13,CHC,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,20,OVER,OVER,OVER
backfill,2026-04-13,LAA,NYY,,,,,,,,,,,,,,,,,,,,,,,,,,,21,OVER,OVER,OVER
backfill,2026-04-13,MIA,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,14,OVER,OVER,OVER
backfill,2026-04-13,BOS,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,19,OVER,OVER,OVER
backfill,2026-04-13,CLE,STL,,,,,,,,,,,,,,,,,,,,,,,,,,,12,OVER,OVER,OVER
backfill,2026-04-13,TEX,ATH,,,,,,,,,,,,,,,,,,,,,,,,,,,9,OVER,PUSH,UNDER
backfill,2026-04-13,NYM,LAD,,,,,,,,,,,,,,,,,,,,,,,,,,,4,UNDER,UNDER,UNDER
backfill,2026-04-12,SF,BAL,,,,,,,,,,,,,,,,,,,,,,,,,,,8,UNDER,UNDER,UNDER
backfill,2026-04-12,AZ,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,7,UNDER,UNDER,UNDER
backfill,2026-04-12,MIN,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,10,OVER,OVER,OVER
backfill,2026-04-12,LAA,CIN,,,,,,,,,,,,,,,,,,,,,,,,,,,15,OVER,OVER,OVER
backfill,2026-04-12,ATH,NYM,,,,,,,,,,,,,,,,,,,,,,,,,,,1,UNDER,UNDER,UNDER
backfill,2026-04-12,MIA,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,10,OVER,OVER,OVER
backfill,2026-04-12,NYY,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,9,OVER,PUSH,UNDER
backfill,2026-04-12,CWS,KC,,,,,,,,,,,,,,,,,,,,,,,,,,,11,OVER,OVER,OVER
backfill,2026-04-12,WSH,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,14,OVER,OVER,OVER
backfill,2026-04-12,BOS,STL,,,,,,,,,,,,,,,,,,,,,,,,,,,12,OVER,OVER,OVER
backfill,2026-04-12,PIT,CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,13,OVER,OVER,OVER
backfill,2026-04-12,COL,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,9,OVER,PUSH,UNDER
backfill,2026-04-12,HOU,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,7,UNDER,UNDER,UNDER
backfill,2026-04-12,TEX,LAD,,,,,,,,,,,,,,,,,,,,,,,,,,,7,UNDER,UNDER,UNDER
backfill,2026-04-12,CLE,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,14,OVER,OVER,OVER
backfill,2026-04-11,AZ,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,7,UNDER,UNDER,UNDER
backfill,2026-04-11,MIA,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,7,UNDER,UNDER,UNDER
backfill,2026-04-11,PIT,CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,7,UNDER,UNDER,UNDER
backfill,2026-04-11,MIN,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,11,OVER,OVER,OVER
backfill,2026-04-11,LAA,CIN,,,,,,,,,,,,,,,,,,,,,,,,,,,10,OVER,OVER,OVER
backfill,2026-04-11,ATH,NYM,,,,,,,,,,,,,,,,,,,,,,,,,,,17,OVER,OVER,OVER
backfill,2026-04-11,CWS,KC,,,,,,,,,,,,,,,,,,,,,,,,,,,2,UNDER,UNDER,UNDER
backfill,2026-04-11,NYY,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,9,OVER,PUSH,UNDER
backfill,2026-04-11,WSH,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,4,UNDER,UNDER,UNDER
backfill,2026-04-11,SF,BAL,,,,,,,,,,,,,,,,,,,,,,,,,,,8,UNDER,UNDER,UNDER
backfill,2026-04-11,BOS,STL,,,,,,,,,,,,,,,,,,,,,,,,,,,8,UNDER,UNDER,UNDER
backfill,2026-04-11,CLE,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,6,UNDER,UNDER,UNDER
backfill,2026-04-11,COL,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,14,OVER,OVER,OVER
backfill,2026-04-11,TEX,LAD,,,,,,,,,,,,,,,,,,,,,,,,,,,9,OVER,PUSH,UNDER
backfill,2026-04-11,HOU,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,15,OVER,OVER,OVER
backfill,2026-04-10,PIT,CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,2,UNDER,UNDER,UNDER
backfill,2026-04-10,AZ,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,9,OVER,PUSH,UNDER
backfill,2026-04-10,MIA,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,2,UNDER,UNDER,UNDER
backfill,2026-04-10,LAA,CIN,,,,,,,,,,,,,,,,,,,,,,,,,,,12,OVER,OVER,OVER
backfill,2026-04-10,MIN,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,14,OVER,OVER,OVER
backfill,2026-04-10,ATH,NYM,,,,,,,,,,,,,,,,,,,,,,,,,,,4,UNDER,UNDER,UNDER
backfill,2026-04-10,NYY,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,8,UNDER,UNDER,UNDER
backfill,2026-04-10,SF,BAL,,,,,,,,,,,,,,,,,,,,,,,,,,,9,OVER,PUSH,UNDER
backfill,2026-04-10,CLE,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,16,OVER,OVER,OVER
backfill,2026-04-10,CWS,KC,,,,,,,,,,,,,,,,,,,,,,,,,,,2,UNDER,UNDER,UNDER
backfill,2026-04-10,WSH,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,10,OVER,OVER,OVER
backfill,2026-04-10,BOS,STL,,,,,,,,,,,,,,,,,,,,,,,,,,,5,UNDER,UNDER,UNDER
backfill,2026-04-10,COL,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,7,UNDER,UNDER,UNDER
backfill,2026-04-10,HOU,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,15,OVER,OVER,OVER
backfill,2026-04-10,TEX,LAD,,,,,,,,,,,,,,,,,,,,,,,,,,,15,OVER,OVER,OVER
backfill,2026-04-09,CIN,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,9,OVER,PUSH,UNDER
backfill,2026-04-09,ATH,NYY,,,,,,,,,,,,,,,,,,,,,,,,,,,1,UNDER,UNDER,UNDER
backfill,2026-04-09,DET,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,4,UNDER,UNDER,UNDER
backfill,2026-04-09,AZ,NYM,,,,,,,,,,,,,,,,,,,,,,,,,,,8,UNDER,UNDER,UNDER
backfill,2026-04-09,CWS,KC,,,,,,,,,,,,,,,,,,,,,,,,,,,2,UNDER,UNDER,UNDER
backfill,2026-04-09,COL,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,10,OVER,OVER,OVER
backfill,2026-04-08,SD,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,10,OVER,OVER,OVER
backfill,2026-04-08,KC,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,12,OVER,OVER,OVER
backfill,2026-04-08,MIL,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,5,UNDER,UNDER,UNDER
backfill,2026-04-08,BAL,CWS,,,,,,,,,,,,,,,,,,,,,,,,,,,8,UNDER,UNDER,UNDER
backfill,2026-04-08,SEA,TEX,,,,,,,,,,,,,,,,,,,,,,,,,,,3,UNDER,UNDER,UNDER
backfill,2026-04-08,LAD,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,7,UNDER,UNDER,UNDER
backfill,2026-04-08,HOU,COL,,,,,,,,,,,,,,,,,,,,,,,,,,,10,OVER,OVER,OVER
backfill,2026-04-08,PHI,SF,,,,,,,,,,,,,,,,,,,,,,,,,,,5,UNDER,UNDER,UNDER
backfill,2026-04-08,STL,WSH,,,,,,,,,,,,,,,,,,,,,,,,,,,7,UNDER,UNDER,UNDER
backfill,2026-04-08,ATL,LAA,,,,,,,,,,,,,,,,,,,,,,,,,,,10,OVER,OVER,OVER
backfill,2026-04-08,AZ,NYM,,,,,,,,,,,,,,,,,,,,,,,,,,,9,OVER,PUSH,UNDER
backfill,2026-04-08,CHC,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,8,UNDER,UNDER,UNDER
backfill,2026-04-08,CIN,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,11,OVER,OVER,OVER
backfill,2026-04-08,ATH,NYY,,,,,,,,,,,,,,,,,,,,,,,,,,,5,UNDER,UNDER,UNDER
backfill,2026-04-08,DET,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,14,OVER,OVER,OVER
backfill,2026-04-07,KC,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,3,UNDER,UNDER,UNDER
backfill,2026-04-07,BAL,CWS,,,,,,,,,,,,,,,,,,,,,,,,,,,6,UNDER,UNDER,UNDER
backfill,2026-04-07,AZ,NYM,,,,,,,,,,,,,,,,,,,,,,,,,,,7,UNDER,UNDER,UNDER
backfill,2026-04-07,SD,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,8,UNDER,UNDER,UNDER
backfill,2026-04-07,CHC,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,11,OVER,OVER,OVER
backfill,2026-04-07,CIN,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,9,OVER,PUSH,UNDER
backfill,2026-04-07,STL,WSH,,,,,,,,,,,,,,,,,,,,,,,,,,,13,OVER,OVER,OVER
backfill,2026-04-07,MIL,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,5,UNDER,UNDER,UNDER
backfill,2026-04-07,ATH,NYY,,,,,,,,,,,,,,,,,,,,,,,,,,,8,UNDER,UNDER,UNDER
backfill,2026-04-07,LAD,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,5,UNDER,UNDER,UNDER
backfill,2026-04-07,DET,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,6,UNDER,UNDER,UNDER
backfill,2026-04-07,SEA,TEX,,,,,,,,,,,,,,,,,,,,,,,,,,,5,UNDER,UNDER,UNDER
backfill,2026-04-07,HOU,COL,,,,,,,,,,,,,,,,,,,,,,,,,,,6,UNDER,UNDER,UNDER
backfill,2026-04-07,ATL,LAA,,,,,,,,,,,,,,,,,,,,,,,,,,,9,OVER,PUSH,UNDER
backfill,2026-04-07,PHI,SF,,,,,,,,,,,,,,,,,,,,,,,,,,,6,UNDER,UNDER,UNDER
backfill,2026-04-06,CHC,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,10,OVER,OVER,OVER
backfill,2026-04-06,KC,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,6,UNDER,UNDER,UNDER
backfill,2026-04-06,SD,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,5,UNDER,UNDER,UNDER
backfill,2026-04-06,CIN,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,2,UNDER,UNDER,UNDER
backfill,2026-04-06,STL,WSH,,,,,,,,,,,,,,,,,,,,,,,,,,,15,OVER,OVER,OVER
backfill,2026-04-06,MIL,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,14,OVER,OVER,OVER
backfill,2026-04-06,LAD,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,16,OVER,OVER,OVER
backfill,2026-04-06,DET,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,10,OVER,OVER,OVER
backfill,2026-04-06,BAL,CWS,,,,,,,,,,,,,,,,,,,,,,,,,,,3,UNDER,UNDER,UNDER
backfill,2026-04-06,SEA,TEX,,,,,,,,,,,,,,,,,,,,,,,,,,,3,UNDER,UNDER,UNDER
backfill,2026-04-06,HOU,COL,,,,,,,,,,,,,,,,,,,,,,,,,,,16,OVER,OVER,OVER
backfill,2026-04-06,ATL,LAA,,,,,,,,,,,,,,,,,,,,,,,,,,,8,UNDER,UNDER,UNDER
backfill,2026-04-06,PHI,SF,,,,,,,,,,,,,,,,,,,,,,,,,,,10,OVER,OVER,OVER
backfill,2026-04-05,CHC,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,1,UNDER,UNDER,UNDER
backfill,2026-04-05,CHC,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,11,OVER,OVER,OVER
backfill,2026-04-05,LAD,WSH,,,,,,,,,,,,,,,,,,,,,,,,,,,14,OVER,OVER,OVER
backfill,2026-04-05,BAL,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,10,OVER,OVER,OVER
backfill,2026-04-05,SD,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,14,OVER,OVER,OVER
backfill,2026-04-05,MIA,NYY,,,,,,,,,,,,,,,,,,,,,,,,,,,13,OVER,OVER,OVER
backfill,2026-04-05,TB,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,5,UNDER,UNDER,UNDER
backfill,2026-04-05,TOR,CWS,,,,,,,,,,,,,,,,,,,,,,,,,,,3,UNDER,UNDER,UNDER
backfill,2026-04-05,MIL,KC,,,,,,,,,,,,,,,,,,,,,,,,,,,13,OVER,OVER,OVER
backfill,2026-04-05,CIN,TEX,,,,,,,,,,,,,,,,,,,,,,,,,,,3,UNDER,UNDER,UNDER
backfill,2026-04-05,PHI,COL,,,,,,,,,,,,,,,,,,,,,,,,,,,5,UNDER,UNDER,UNDER
backfill,2026-04-05,HOU,ATH,,,,,,,,,,,,,,,,,,,,,,,,,,,22,OVER,OVER,OVER
backfill,2026-04-05,NYM,SF,,,,,,,,,,,,,,,,,,,,,,,,,,,7,UNDER,UNDER,UNDER
backfill,2026-04-05,SEA,LAA,,,,,,,,,,,,,,,,,,,,,,,,,,,15,OVER,OVER,OVER
backfill,2026-04-05,ATL,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,11,OVER,OVER,OVER
backfill,2026-04-05,STL,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,8,UNDER,UNDER,UNDER
backfill,2026-04-04,TOR,CWS,,,,,,,,,,,,,,,,,,,,,,,,,,,9,OVER,PUSH,UNDER
backfill,2026-04-04,MIL,KC,,,,,,,,,,,,,,,,,,,,,,,,,,,7,UNDER,UNDER,UNDER
backfill,2026-04-04,MIL,KC,,,,,,,,,,,,,,,,,,,,,,,,,,,10,OVER,OVER,OVER
backfill,2026-04-04,LAD,WSH,,,,,,,,,,,,,,,,,,,,,,,,,,,15,OVER,OVER,OVER
backfill,2026-04-04,HOU,ATH,,,,,,,,,,,,,,,,,,,,,,,,,,,11,OVER,OVER,OVER
backfill,2026-04-04,BAL,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,5,UNDER,UNDER,UNDER
backfill,2026-04-04,SD,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,5,UNDER,UNDER,UNDER
backfill,2026-04-04,CIN,TEX,,,,,,,,,,,,,,,,,,,,,,,,,,,2,UNDER,UNDER,UNDER
backfill,2026-04-04,MIA,NYY,,,,,,,,,,,,,,,,,,,,,,,,,,,16,OVER,OVER,OVER
backfill,2026-04-04,TB,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,8,UNDER,UNDER,UNDER
backfill,2026-04-04,ATL,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,3,UNDER,UNDER,UNDER
backfill,2026-04-04,PHI,COL,,,,,,,,,,,,,,,,,,,,,,,,,,,3,UNDER,UNDER,UNDER
backfill,2026-04-04,NYM,SF,,,,,,,,,,,,,,,,,,,,,,,,,,,9,OVER,PUSH,UNDER
backfill,2026-04-04,SEA,LAA,,,,,,,,,,,,,,,,,,,,,,,,,,,1,UNDER,UNDER,UNDER
backfill,2026-04-03,LAD,WSH,,,,,,,,,,,,,,,,,,,,,,,,,,,19,OVER,OVER,OVER
backfill,2026-04-03,STL,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,4,UNDER,UNDER,UNDER
backfill,2026-04-03,MIA,NYY,,,,,,,,,,,,,,,,,,,,,,,,,,,10,OVER,OVER,OVER
backfill,2026-04-03,SD,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,7,UNDER,UNDER,UNDER
backfill,2026-04-03,TOR,CWS,,,,,,,,,,,,,,,,,,,,,,,,,,,9,OVER,PUSH,UNDER
backfill,2026-04-03,CIN,TEX,,,,,,,,,,,,,,,,,,,,,,,,,,,8,UNDER,UNDER,UNDER
backfill,2026-04-03,CHC,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,5,UNDER,UNDER,UNDER
backfill,2026-04-03,TB,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,14,OVER,OVER,OVER
backfill,2026-04-03,PHI,COL,,,,,,,,,,,,,,,,,,,,,,,,,,,11,OVER,OVER,OVER
backfill,2026-04-03,BAL,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,9,OVER,PUSH,UNDER
backfill,2026-04-03,SEA,LAA,,,,,,,,,,,,,,,,,,,,,,,,,,,4,UNDER,UNDER,UNDER
backfill,2026-04-03,HOU,ATH,,,,,,,,,,,,,,,,,,,,,,,,,,,15,OVER,OVER,OVER
backfill,2026-04-03,ATL,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,2,UNDER,UNDER,UNDER
backfill,2026-04-03,NYM,SF,,,,,,,,,,,,,,,,,,,,,,,,,,,13,OVER,OVER,OVER
backfill,2026-04-02,MIN,KC,,,,,,,,,,,,,,,,,,,,,,,,,,,6,UNDER,UNDER,UNDER
backfill,2026-04-02,ATL,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,19,OVER,OVER,OVER
backfill,2026-04-02,NYM,SF,,,,,,,,,,,,,,,,,,,,,,,,,,,9,OVER,PUSH,UNDER
backfill,2026-04-01,ATH,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,6,UNDER,UNDER,UNDER
backfill,2026-04-01,TEX,BAL,,,,,,,,,,,,,,,,,,,,,,,,,,,11,OVER,OVER,OVER
backfill,2026-04-01,PIT,CIN,,,,,,,,,,,,,,,,,,,,,,,,,,,11,OVER,OVER,OVER
backfill,2026-04-01,WSH,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,11,OVER,OVER,OVER
backfill,2026-04-01,COL,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,3,UNDER,UNDER,UNDER
backfill,2026-04-01,CWS,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,10,OVER,OVER,OVER
backfill,2026-04-01,NYM,STL,,,,,,,,,,,,,,,,,,,,,,,,,,,3,UNDER,UNDER,UNDER
backfill,2026-04-01,TB,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,10,OVER,OVER,OVER
backfill,2026-04-01,BOS,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,10,OVER,OVER,OVER
backfill,2026-04-01,LAA,CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,8,UNDER,UNDER,UNDER
backfill,2026-04-01,DET,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,1,UNDER,UNDER,UNDER
backfill,2026-04-01,SF,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,8,UNDER,UNDER,UNDER
backfill,2026-04-01,NYY,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,8,UNDER,UNDER,UNDER
backfill,2026-04-01,MIN,KC,,,,,,,,,,,,,,,,,,,,,,,,,,,22,OVER,OVER,OVER
backfill,2026-04-01,CLE,LAD,,,,,,,,,,,,,,,,,,,,,,,,,,,5,UNDER,UNDER,UNDER
backfill,2026-03-31,TEX,BAL,,,,,,,,,,,,,,,,,,,,,,,,,,,13,OVER,OVER,OVER
backfill,2026-03-31,PIT,CIN,,,,,,,,,,,,,,,,,,,,,,,,,,,11,OVER,OVER,OVER
backfill,2026-03-31,WSH,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,5,UNDER,UNDER,UNDER
backfill,2026-03-31,CWS,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,11,OVER,OVER,OVER
backfill,2026-03-31,COL,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,6,UNDER,UNDER,UNDER
backfill,2026-03-31,ATH,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,7,UNDER,UNDER,UNDER
backfill,2026-03-31,LAA,CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,2,UNDER,UNDER,UNDER
backfill,2026-03-31,TB,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,8,UNDER,UNDER,UNDER
backfill,2026-03-31,NYM,STL,,,,,,,,,,,,,,,,,,,,,,,,,,,3,UNDER,UNDER,UNDER
